,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01010214,396,102,137,77,52,20,6,0,2
S01010215,492,265,150,47,20,6,2,2,0
S01010216,361,195,111,27,18,9,1,0,0
S01010217,406,197,103,46,30,27,1,1,1
S01010218,587,324,156,68,21,14,4,0,0
S01010219,274,144,71,33,15,9,1,1,0
S01010220,279,129,110,35,3,2,0,0,0
S01010221,260,135,73,33,10,9,0,0,0
S01010222,285,144,92,35,12,1,1,0,0
S01010223,337,201,84,34,11,6,0,1,0
S01010224,469,192,129,80,47,18,2,0,1
S01010225,431,194,152,43,28,12,1,1,0
S01010226,394,215,66,40,31,33,4,4,1
S01010227,294,119,57,58,25,29,3,2,1
S01010228,384,211,116,36,17,2,1,1,0
S01010229,508,219,143,89,42,14,1,0,0
S01010230,577,324,138,70,32,11,2,0,0
S01010231,514,248,136,71,29,24,3,2,1
S01010232,485,193,119,84,61,21,7,0,0
S01010233,476,206,131,79,44,10,5,0,1
S01010234,562,296,182,58,24,2,0,0,0
S01010235,446,170,225,42,9,0,0,0,0
S01010236,378,159,144,40,25,6,2,1,1
S01010237,353,157,137,34,15,9,1,0,0
S01010238,455,211,163,50,18,12,0,1,0
S01010239,424,213,124,48,23,9,5,0,2
S01010240,398,200,138,32,21,7,0,0,0
S01010241,623,354,207,40,18,4,0,0,0
S01010242,455,252,115,56,22,5,5,0,0
S01010243,610,364,139,69,28,7,0,2,1
S01010244,440,271,87,53,22,3,2,0,2
S01010245,509,240,162,65,26,11,3,1,1
S01010246,433,185,130,79,36,3,0,0,0
S01010247,356,143,107,65,30,10,1,0,0
S01010248,456,185,195,47,27,2,0,0,0
S01010249,403,195,168,27,10,2,1,0,0
S01010250,390,130,175,60,17,5,3,0,0
S01010251,317,99,135,47,26,9,1,0,0
S01010252,297,104,122,36,24,9,0,1,1
S01010253,364,200,98,38,22,4,1,1,0
S01010254,581,285,169,84,36,7,0,0,0
S01010255,353,168,92,41,27,19,2,4,0
S01010256,516,292,145,47,26,4,2,0,0
S01010257,497,269,186,37,4,1,0,0,0
S01010258,424,192,181,35,11,5,0,0,0
S01010259,468,290,97,54,19,5,2,1,0
S01010260,685,420,222,30,10,1,1,1,0
S01010261,526,302,134,39,42,6,2,0,1
S01010262,535,328,138,48,14,3,3,1,0
S01010263,422,222,174,24,1,1,0,0,0
S01010264,557,373,164,19,1,0,0,0,0
S01010265,573,324,219,24,4,2,0,0,0
S01010266,237,87,90,26,16,11,3,2,2
S01010267,318,151,105,26,20,10,4,1,1
S01010268,417,223,121,45,20,6,0,1,1
S01010269,320,173,110,24,8,4,0,0,1
S01010270,817,581,201,27,6,1,0,1,0
S01010271,327,118,112,37,34,22,4,0,0
S01010272,703,482,166,32,14,8,0,1,0
S01010273,409,194,191,19,4,0,1,0,0
S01010274,342,176,141,22,3,0,0,0,0
S01010275,357,165,162,19,9,2,0,0,0
S01010276,625,345,217,44,15,2,2,0,0
S01010277,305,134,102,35,15,11,7,0,1
S01010278,330,157,90,42,23,14,3,1,0
S01010279,312,137,103,40,20,11,0,1,0
S01010280,426,184,165,46,25,6,0,0,0
S01010281,466,261,140,37,16,10,1,1,0
S01010282,645,411,170,41,16,5,1,1,0
S01010283,296,129,115,36,12,1,2,1,0
S01010284,638,353,230,38,11,5,1,0,0
S01010285,420,170,141,68,24,16,1,0,0
S01010286,365,127,154,52,22,7,1,1,1
S01010287,387,112,156,59,37,18,2,1,2
S01010288,349,86,141,72,27,21,1,1,0
S01010289,380,163,139,43,29,5,1,0,0
S01010290,278,120,88,45,13,10,1,1,0
S01010291,481,168,181,82,31,14,3,1,1
S01010292,409,127,148,83,37,14,0,0,0
S01010293,373,137,119,51,36,20,5,3,2
S01010294,275,69,88,57,41,14,4,0,2
S01010295,427,124,174,69,31,18,2,6,3
S01010296,291,107,87,44,29,16,4,2,2
S01010297,676,392,218,42,17,2,3,1,1
S01010298,515,309,132,39,25,9,0,0,1
S01010299,292,168,68,24,14,8,7,2,1
S01010300,478,220,164,58,20,10,5,1,0
S01010301,283,122,111,35,10,3,2,0,0
S01010302,388,233,83,38,26,7,1,0,0
S01010303,250,95,64,32,42,13,1,3,0
S01010304,332,200,77,37,15,1,2,0,0
S01010305,478,260,145,53,13,6,1,0,0
S01010306,449,226,165,43,10,4,0,1,0
S01010307,428,163,177,59,19,9,1,0,0
S01010308,480,168,207,58,36,8,2,1,0
S01010309,264,160,70,20,12,1,1,0,0
S01010310,381,209,82,44,31,13,2,0,0
S01010311,351,144,107,56,34,8,2,0,0
S01010312,425,192,115,74,19,19,2,3,1
S01010313,356,201,74,45,31,3,1,1,0
S01010314,550,321,131,50,29,10,8,0,1
S01010315,409,133,133,78,50,13,1,1,0
S01010316,304,173,87,26,8,8,1,0,1
S01010317,394,151,182,43,12,3,3,0,0
S01010318,304,164,98,26,13,3,0,0,0
S01010319,407,203,131,50,20,2,1,0,0
S01010320,437,269,120,36,8,3,1,0,0
S01010321,432,257,119,36,11,6,3,0,0
S01010322,549,228,213,73,27,5,1,0,2
S01010323,377,230,85,45,17,0,0,0,0
S01010324,403,206,97,54,35,9,2,0,0
S01010325,501,232,162,63,33,8,2,0,1
S01010326,494,236,117,80,39,13,8,1,0
S01010327,362,106,115,65,51,20,5,0,0
S01010328,445,156,145,76,48,18,1,1,0
S01010329,290,117,106,40,17,4,6,0,0
S01010330,299,107,91,52,32,14,1,2,0
S01010331,520,273,141,68,26,12,0,0,0
S01010332,279,74,75,67,41,15,5,2,0
S01010333,487,205,155,74,41,11,1,0,0
S01010334,433,137,165,82,32,16,1,0,0
S01010335,345,130,92,52,48,15,4,1,3
S01010336,379,210,90,56,16,7,0,0,0
S01010337,278,92,85,60,30,8,2,0,1
S01010338,356,134,110,70,27,12,2,1,0
S01010339,284,77,93,55,38,16,3,2,0
S01010340,349,133,112,52,27,20,4,1,0
S01010341,253,94,63,43,34,11,5,3,0
S01010342,302,128,80,45,37,10,2,0,0
S01010343,365,89,105,70,82,14,4,1,0
S01010344,419,243,112,37,23,4,0,0,0
S01010345,160,30,30,32,46,17,4,0,1
S01010346,410,117,138,70,61,17,5,1,1
S01010347,466,195,142,88,30,10,1,0,0
S01010348,483,173,187,68,48,6,0,1,0
S01010349,443,197,125,62,49,6,4,0,0
S01010350,475,206,138,80,31,17,2,1,0
S01010351,398,143,120,65,52,16,2,0,0
S01010352,276,129,92,32,18,5,0,0,0
S01010353,562,315,138,72,31,6,0,0,0
S01010354,375,152,136,49,31,4,3,0,0
S01010355,402,207,105,49,31,6,4,0,0
S01010356,308,107,101,47,39,10,2,2,0
S01010357,340,187,92,38,17,5,0,1,0
S01010358,507,312,105,56,20,12,2,0,0
S01010359,456,213,150,72,18,3,0,0,0
S01010360,285,137,64,48,24,10,2,0,0
S01010361,402,269,81,33,14,5,0,0,0
S01010362,611,501,69,27,9,3,2,0,0
S01010363,394,179,118,56,34,6,0,0,1
S01010364,337,62,107,73,68,19,3,5,0
S01010365,449,172,133,64,59,17,3,1,0
S01010366,502,201,167,69,46,17,1,0,1
S01010367,507,202,171,80,35,17,2,0,0
S01010368,355,154,132,35,22,8,3,1,0
S01010369,433,219,138,43,25,5,3,0,0
S01010370,335,106,134,52,26,13,2,2,0
S01010371,461,154,173,79,32,14,6,3,0
S01010372,226,64,88,33,26,9,2,3,1
S01010373,408,172,159,47,24,5,0,0,1
S01010374,469,188,149,82,39,6,3,2,0
S01010375,219,61,68,54,21,11,2,0,2
S01010376,367,132,169,36,21,8,1,0,0
S01010377,375,158,77,64,44,19,8,5,0
S01010378,272,58,76,68,42,21,6,1,0
S01010379,446,148,141,90,44,18,4,1,0
S01010380,521,223,193,74,28,3,0,0,0
S01010381,372,190,145,28,6,2,0,1,0
S01010382,483,210,200,55,15,3,0,0,0
S01010383,393,215,118,46,8,4,1,0,1
S01010384,454,187,198,53,11,4,1,0,0
S01010385,498,229,212,43,10,2,2,0,0
S01010386,528,283,163,58,16,6,2,0,0
S01010387,587,251,248,66,15,7,0,0,0
S01010388,584,290,202,61,25,5,1,0,0
S01010389,668,380,236,41,8,3,0,0,0
S01010390,716,451,200,41,18,6,0,0,0
S01010391,541,331,178,23,8,1,0,0,0
S01010392,416,212,146,45,10,2,1,0,0
S01010393,634,369,203,46,12,2,1,1,0
S01010394,516,324,122,51,13,2,4,0,0
S01010395,637,384,167,65,14,5,2,0,0
S01010396,585,272,219,60,28,5,1,0,0
S01010397,294,141,85,44,21,3,0,0,0
S01010398,583,248,243,56,31,4,1,0,0
S01010399,615,291,244,64,15,1,0,0,0
S01010400,530,217,169,66,56,19,0,0,3
S01010401,400,214,109,40,23,11,3,0,0
S01010402,513,188,202,71,39,10,1,2,0
S01010403,509,198,204,58,38,9,1,1,0
S01010404,406,189,132,42,24,12,4,2,1
S01010405,408,165,156,51,26,6,3,1,0
S01010406,435,195,151,45,35,7,1,0,1
S01010407,418,131,159,83,34,6,2,3,0
S01010408,272,135,61,32,29,12,3,0,0
S01010409,245,42,68,48,56,27,3,1,0
S01010410,248,83,62,46,40,13,3,1,0
S01010411,365,58,99,57,96,42,10,2,1
S01010412,424,216,127,44,30,5,2,0,0
S01010413,340,127,132,33,30,12,3,1,2
S01010414,497,188,153,74,61,20,1,0,0
S01010415,555,291,156,55,36,12,4,0,1
S01010416,322,112,112,51,40,7,0,0,0
S01010417,286,125,86,39,24,6,3,2,1
S01010418,561,247,204,63,32,10,3,1,1
S01010419,500,219,156,59,49,13,4,0,0
S01010420,290,101,67,43,48,25,6,0,0
S01010421,346,98,94,51,79,19,4,0,1
S01010422,483,181,129,74,73,24,2,0,0
S01010423,490,270,134,54,29,3,0,0,0
S01010424,471,259,125,40,32,13,2,0,0
S01010425,621,355,155,82,24,5,0,0,0
S01010426,406,222,101,55,22,5,1,0,0
S01010427,499,238,101,76,56,17,7,2,2
S01010428,319,114,92,46,48,13,5,1,0
S01010429,388,80,145,83,59,15,5,1,0
S01010430,451,219,133,49,32,15,2,1,0
S01010431,258,53,73,51,61,16,4,0,0
S01010432,464,221,141,55,31,10,4,2,0
S01010433,338,153,59,40,36,34,14,2,0
S01010434,331,161,93,41,27,9,0,0,0
S01010435,291,102,96,49,30,11,3,0,0
S01010436,433,232,114,48,30,3,5,0,1
S01010437,269,106,89,41,19,10,4,0,0
S01010438,370,139,96,57,47,25,3,3,0
S01010439,512,242,149,70,35,14,1,1,0
S01010440,322,143,89,46,30,13,1,0,0
S01010441,488,274,156,41,11,6,0,0,0
S01010442,383,178,120,46,21,12,3,1,2
S01010443,228,69,70,41,29,15,3,0,1
S01010444,289,89,90,57,35,11,4,2,1
S01010445,307,83,89,66,36,27,4,1,1
S01010446,329,79,111,58,52,21,6,2,0
S01010447,521,253,129,73,42,18,2,4,0
S01010448,360,113,108,57,62,13,4,2,1
S01010449,370,133,130,57,37,11,2,0,0
S01010450,407,177,135,57,30,4,3,1,0
S01010451,438,221,121,46,29,16,3,2,0
S01010452,408,178,125,61,27,12,2,2,1
S01010453,372,193,100,54,17,7,1,0,0
S01010454,383,147,127,61,38,7,3,0,0
S01010455,604,357,176,52,18,1,0,0,0
S01010456,313,157,93,37,22,2,1,1,0
S01010457,340,175,82,40,32,11,0,0,0
S01010458,411,198,121,51,28,12,1,0,0
S01010459,258,97,82,49,20,9,1,0,0
S01010460,346,147,92,45,41,17,2,2,0
S01010461,386,174,129,47,24,9,3,0,0
S01010462,437,236,75,46,40,28,10,1,1
S01010463,376,164,99,45,43,24,0,1,0
S01010464,248,97,74,40,28,7,2,0,0
S01010465,451,167,155,57,61,11,0,0,0
S01010466,458,190,176,47,33,11,0,0,1
S01010467,476,248,148,44,22,11,3,0,0
S01010468,417,141,139,59,53,14,7,3,1
S01010469,405,303,66,23,10,3,0,0,0
S01010470,364,153,120,50,33,5,3,0,0
S01010471,316,130,90,57,20,13,2,4,0
S01010472,290,134,105,35,15,1,0,0,0
S01010473,435,239,126,31,27,8,4,0,0
S01010474,431,198,139,52,27,12,2,0,1
S01010475,384,185,136,38,21,3,0,1,0
S01010476,523,233,159,71,49,11,0,0,0
S01010477,354,144,118,41,41,6,2,1,1
S01010478,628,396,143,53,30,6,0,0,0
S01010479,512,212,164,79,44,10,2,1,0
S01010480,285,104,96,37,35,9,4,0,0
S01010481,267,81,79,44,31,23,7,1,1
S01010482,354,121,116,44,59,11,3,0,0
S01010483,526,226,170,74,38,13,4,1,0
S01010484,246,76,90,42,23,14,1,0,0
S01010485,396,112,114,79,59,25,4,2,1
S01010486,371,90,131,53,73,18,5,1,0
S01010487,432,147,112,84,63,24,1,0,1
S01010488,338,94,99,76,48,16,5,0,0
S01010489,450,190,132,68,38,14,5,2,1
S01010490,308,102,79,64,31,23,5,4,0
S01010491,417,155,119,81,45,14,2,0,1
S01010492,255,106,62,41,17,22,6,0,1
S01010493,308,104,85,62,37,14,3,2,1
S01010494,252,69,72,58,33,15,3,1,1
S01010495,418,182,114,72,32,8,6,4,0
S01010496,388,154,114,69,35,13,3,0,0
S01010497,285,75,74,62,39,28,5,2,0
S01010498,357,115,108,69,35,23,5,1,1
S01010499,451,257,101,54,24,8,3,3,1
S01010500,398,89,112,81,69,38,7,2,0
S01010501,430,180,102,84,36,23,3,1,1
S01010502,331,99,84,78,50,18,2,0,0
S01010503,321,125,110,49,25,10,1,1,0
S01010504,247,87,96,27,20,13,2,2,0
S01010505,244,69,101,32,26,10,5,1,0
S01010506,380,122,150,52,35,18,1,2,0
S01010507,345,120,95,58,56,11,4,1,0
S01010508,449,154,176,48,50,14,7,0,0
S01010509,393,91,159,75,54,13,0,1,0
S01010510,340,105,121,50,46,13,4,1,0
S01010511,369,116,116,59,51,22,4,1,0
S01010512,281,104,87,45,29,14,2,0,0
S01010513,300,63,121,46,41,26,1,2,0
S01010514,287,77,92,59,31,22,5,1,0
S01010515,350,97,134,58,47,13,0,1,0
S01010516,270,98,99,41,24,6,2,0,0
S01010517,362,99,141,60,36,12,9,4,1
S01010518,293,88,112,46,31,14,2,0,0
S01010519,282,50,102,66,39,16,6,0,3
S01010520,410,127,139,68,52,20,2,1,1
S01010521,339,112,115,55,46,7,4,0,0
S01010522,283,129,74,36,27,14,3,0,0
S01010523,258,63,89,43,46,13,3,1,0
S01010524,234,63,109,34,21,5,2,0,0
S01010525,259,67,104,39,29,10,5,4,1
S01010526,364,129,132,38,48,15,1,1,0
S01010527,455,193,164,47,34,12,4,1,0
S01010528,265,80,102,35,31,11,2,3,1
S01010529,283,65,112,45,41,15,2,1,2
S01010530,278,70,125,32,32,16,1,1,1
S01010531,496,170,185,62,57,19,3,0,0
S01010532,245,72,96,36,33,7,1,0,0
S01010533,272,111,90,28,32,10,0,0,1
S01010534,374,101,141,60,51,17,1,1,2
S01010535,305,85,123,44,35,14,3,0,1
S01010536,397,150,126,64,41,14,2,0,0
S01010537,330,126,121,49,23,8,2,0,1
S01010538,337,85,119,52,56,13,6,4,2
S01010539,496,172,206,66,41,8,2,1,0
S01010540,298,97,126,39,25,7,3,1,0
S01010541,362,91,163,56,34,12,5,0,1
S01010542,388,107,174,37,49,13,6,1,1
S01010543,255,62,111,34,31,13,3,1,0
S01010544,370,110,129,65,39,20,4,3,0
S01010545,344,139,115,37,30,16,4,2,1
S01010546,369,146,141,41,28,8,5,0,0
S01010547,313,79,125,43,44,15,4,3,0
S01010548,299,74,143,34,32,10,5,1,0
S01010549,366,61,161,51,66,21,6,0,0
S01010550,236,72,89,30,32,12,0,1,0
S01010551,267,53,101,52,37,19,4,1,0
S01010552,334,88,140,37,49,13,6,1,0
S01010553,261,55,121,37,33,11,3,0,1
S01010554,396,176,122,51,35,9,3,0,0
S01010555,450,173,169,48,40,14,3,3,0
S01010556,410,159,114,53,58,14,6,6,0
S01010557,278,82,97,52,36,6,1,3,1
S01010558,385,134,159,43,36,6,4,3,0
S01010559,351,126,142,35,30,15,3,0,0
S01010560,291,79,124,35,39,9,5,0,0
S01010561,301,77,120,51,39,13,1,0,0
S01010562,314,84,117,52,50,9,2,0,0
S01010563,211,63,64,33,35,9,5,2,0
S01010564,269,127,91,25,17,7,1,1,0
S01010565,276,79,97,42,39,15,4,0,0
S01010566,453,119,167,71,65,26,3,2,0
S01010567,379,80,135,67,58,35,3,1,0
S01010568,391,75,160,74,61,13,6,1,1
S01010569,295,64,119,58,37,15,1,1,0
S01010570,467,142,158,72,67,22,5,1,0
S01010571,398,173,133,46,34,10,1,1,0
S01010572,336,110,103,64,44,10,4,1,0
S01010573,222,60,68,49,35,9,1,0,0
S01010574,236,46,89,44,38,16,2,0,1
S01010575,284,58,126,39,49,9,3,0,0
S01010576,326,62,136,50,58,15,4,1,0
S01010577,354,94,107,70,48,25,6,3,1
S01010578,203,30,61,46,49,12,5,0,0
S01010579,325,96,118,58,39,10,4,0,0
S01010580,305,153,108,33,10,1,0,0,0
S01010581,243,92,75,37,28,10,0,1,0
S01010582,185,46,70,31,23,12,2,0,1
S01010583,440,132,161,74,59,11,2,1,0
S01010584,312,63,102,64,59,20,4,0,0
S01010585,304,36,104,83,61,15,3,2,0
S01010586,305,56,112,63,60,10,4,0,0
S01010587,293,66,124,52,38,13,0,0,0
S01010588,268,71,87,50,47,12,1,0,0
S01010589,299,115,99,47,29,5,3,1,0
S01010590,293,32,81,63,87,24,4,2,0
S01010591,303,63,109,59,54,15,3,0,0
S01010592,273,120,101,26,22,3,1,0,0
S01010593,259,61,93,40,49,12,3,0,1
S01010594,281,71,102,55,40,10,3,0,0
S01010595,310,61,89,67,75,13,3,2,0
S01010596,310,57,111,60,58,15,4,1,4
S01010597,274,69,99,58,37,11,0,0,0
S01010598,404,91,128,82,76,22,2,2,1
S01010599,248,55,101,37,38,16,0,1,0
S01010600,427,135,178,57,41,12,3,1,0
S01010601,302,84,126,42,36,14,0,0,0
S01010602,260,113,79,31,27,10,0,0,0
S01010603,369,117,144,48,45,11,3,1,0
S01010604,193,33,78,35,35,12,0,0,0
S01010605,387,105,153,60,51,13,4,1,0
S01010606,371,118,135,61,44,9,4,0,0
S01010607,346,83,129,64,43,22,4,1,0
S01010608,306,109,89,62,34,10,1,0,1
S01010609,242,59,93,48,31,9,2,0,0
S01010610,318,116,127,41,24,10,0,0,0
S01010611,496,237,154,55,39,8,2,1,0
S01010612,316,68,129,52,41,22,3,1,0
S01010613,341,139,108,49,33,9,2,1,0
S01010614,264,120,63,44,25,8,4,0,0
S01010615,383,131,132,62,49,7,2,0,0
S01010616,359,90,131,66,56,14,2,0,0
S01010617,360,73,138,58,74,17,0,0,0
S01010618,307,63,106,84,44,7,3,0,0
S01010619,318,129,121,38,19,9,1,1,0
S01010620,369,207,102,43,12,4,1,0,0
S01010621,432,165,151,52,49,7,6,2,0
S01010622,333,149,102,42,33,5,2,0,0
S01010623,278,29,73,63,74,31,6,1,1
S01010624,244,78,76,53,29,7,1,0,0
S01010625,333,81,152,46,36,15,2,1,0
S01010626,368,104,158,46,43,15,1,1,0
S01010627,401,177,143,40,23,11,3,3,1
S01010628,472,218,145,59,37,9,2,2,0
S01010629,445,196,129,55,40,18,4,3,0
S01010630,252,83,87,43,31,7,1,0,0
S01010631,326,148,116,44,14,4,0,0,0
S01010632,486,198,176,62,35,10,5,0,0
S01010633,476,197,126,68,54,23,6,1,1
S01010634,264,67,85,53,36,14,8,1,0
S01010635,351,128,98,64,28,25,6,2,0
S01010636,386,139,139,61,33,12,0,0,2
S01010637,352,232,88,21,8,2,1,0,0
S01010638,417,193,145,38,24,12,4,0,1
S01010639,555,214,205,78,39,12,5,0,2
S01010640,411,185,135,47,31,9,3,0,1
S01010641,531,263,136,70,44,14,4,0,0
S01010642,451,157,148,84,44,12,5,1,0
S01010643,287,72,87,63,32,23,7,3,0
S01010644,346,178,85,39,26,12,6,0,0
S01010645,278,123,86,43,22,2,2,0,0
S01010646,287,75,111,52,31,17,0,1,0
S01010647,306,121,106,44,26,7,2,0,0
S01010648,306,116,97,47,36,6,3,0,1
S01010649,280,112,97,44,20,5,1,1,0
S01010650,196,62,64,32,28,7,2,1,0
S01010651,295,100,95,43,43,10,4,0,0
S01010652,309,77,122,58,39,11,2,0,0
S01010653,300,117,116,39,23,4,1,0,0
S01010654,348,127,103,60,42,14,2,0,0
S01010655,380,106,141,48,54,25,6,0,0
S01010656,182,32,69,38,30,9,3,0,1
S01010657,248,41,109,36,40,21,0,1,0
S01010658,296,69,119,44,41,15,6,0,2
S01010659,276,61,127,40,30,15,3,0,0
S01010660,285,107,91,44,32,9,2,0,0
S01010661,307,132,119,33,18,4,0,1,0
S01010662,310,70,121,52,50,14,1,2,0
S01010663,381,76,160,60,56,23,4,2,0
S01010664,337,74,144,50,44,19,6,0,0
S01010665,430,139,172,49,43,17,6,3,1
S01010666,416,132,145,64,53,17,5,0,0
S01010667,288,75,100,55,39,15,4,0,0
S01010668,503,159,208,71,43,14,6,0,2
S01010669,266,90,95,34,26,14,3,4,0
S01010670,296,82,122,34,42,10,5,1,0
S01010671,329,101,128,49,37,13,1,0,0
S01010672,321,123,117,47,22,10,2,0,0
S01010673,419,154,151,63,27,19,3,2,0
S01010674,419,134,146,68,44,19,6,2,0
S01010675,273,64,125,44,25,11,2,2,0
S01010676,392,131,156,48,34,15,8,0,0
S01010677,224,62,103,25,24,6,1,0,3
S01010678,273,80,107,41,34,10,0,1,0
S01010679,282,113,112,28,17,9,3,0,0
S01010680,315,135,106,38,26,5,4,1,0
S01010681,461,170,124,79,54,19,10,2,3
S01010682,398,97,162,57,57,15,5,2,3
S01010683,423,124,174,49,45,29,2,0,0
S01010684,361,102,171,48,32,8,0,0,0
S01010685,294,96,132,30,25,9,0,2,0
S01010686,309,94,124,39,34,14,3,1,0
S01010687,379,133,135,66,25,16,4,0,0
S01010688,335,124,127,39,31,11,3,0,0
S01010689,378,132,174,37,19,9,7,0,0
S01010690,330,145,101,45,28,9,2,0,0
S01010691,325,88,145,37,30,16,9,0,0
S01010692,307,92,102,60,34,15,4,0,0
S01010693,216,68,91,24,24,5,1,1,2
S01010694,270,91,115,34,23,4,2,1,0
S01010695,304,81,124,45,35,12,6,1,0
S01010696,402,111,140,69,48,26,6,2,0
S01010697,458,132,162,75,59,25,5,0,0
S01010698,338,104,126,57,34,12,2,2,1
S01010699,250,63,95,40,34,15,1,1,1
S01010700,258,67,100,44,30,12,3,2,0
S01010701,432,111,150,76,64,21,8,1,1
S01010702,417,102,187,61,43,20,3,0,1
S01010703,341,70,154,51,44,18,2,1,1
S01010704,300,105,97,52,32,10,3,1,0
S01010705,463,112,178,82,57,28,3,3,0
S01010706,293,89,109,43,34,11,5,2,0
S01010707,265,53,109,32,50,17,4,0,0
S01010708,252,85,94,35,23,14,1,0,0
S01010709,299,72,100,61,45,17,3,1,0
S01010710,316,87,119,46,33,22,6,1,2
S01010711,319,78,120,52,47,18,2,2,0
S01010712,269,56,92,49,39,24,7,0,2
S01010713,322,77,114,57,50,21,3,0,0
S01010714,380,166,131,34,35,9,3,1,1
S01010715,340,129,123,36,42,10,0,0,0
S01010716,444,202,136,70,30,6,0,0,0
S01010717,272,66,117,50,25,13,1,0,0
S01010718,393,101,138,71,64,16,2,1,0
S01010719,282,94,92,46,36,11,2,1,0
S01010720,336,112,117,63,29,11,3,1,0
S01010721,296,92,124,40,32,7,0,1,0
S01010722,394,130,145,55,45,13,5,1,0
S01010723,329,60,115,57,56,31,9,1,0
S01010724,354,74,142,53,63,15,6,1,0
S01010725,287,67,118,47,35,14,5,1,0
S01010726,415,122,178,50,40,17,8,0,0
S01010727,243,38,105,38,35,20,6,1,0
S01010728,204,33,92,27,40,10,1,1,0
S01010729,269,44,102,51,47,18,6,0,1
S01010730,343,73,144,52,51,15,7,1,0
S01010731,399,134,136,60,45,20,3,1,0
S01010732,334,80,119,62,42,22,7,1,1
S01010733,246,80,79,32,38,10,6,0,1
S01010734,362,109,108,64,46,24,7,3,1
S01010735,244,55,69,51,50,16,3,0,0
S01010736,218,50,99,32,30,6,1,0,0
S01010737,487,172,184,70,45,14,2,0,0
S01010738,235,58,92,47,27,9,2,0,0
S01010739,388,116,148,62,43,14,5,0,0
S01010740,260,132,60,38,14,11,5,0,0
S01010741,249,65,106,30,37,8,3,0,0
S01010742,308,90,103,54,39,18,2,2,0
S01010743,273,68,75,48,44,21,7,5,5
S01010744,459,132,180,71,50,21,4,1,0
S01010745,327,156,107,31,21,8,3,1,0
S01010746,441,126,171,68,44,24,8,0,0
S01010747,357,111,118,61,45,17,4,0,1
S01010748,280,76,123,33,38,5,3,1,1
S01010749,261,65,104,43,35,12,2,0,0
S01010750,287,70,150,31,24,9,2,0,1
S01010751,333,113,113,51,36,15,3,0,2
S01010752,332,104,120,49,42,9,6,0,2
S01010753,434,125,141,80,50,28,10,0,0
S01010754,357,167,102,49,27,5,6,0,1
S01010755,298,107,109,43,28,8,2,0,1
S01010756,286,83,112,28,47,16,0,0,0
S01010757,365,123,157,50,24,6,5,0,0
S01010758,305,86,129,43,35,10,1,0,1
S01010759,279,115,80,36,33,11,3,0,1
S01010760,306,135,117,29,17,6,2,0,0
S01010761,222,61,92,20,29,15,4,1,0
S01010762,263,73,113,30,31,11,5,0,0
S01010763,316,115,106,45,34,13,3,0,0
S01010764,289,107,119,30,26,5,2,0,0
S01010765,471,153,197,60,41,14,2,0,4
S01010766,359,127,129,50,32,13,5,3,0
S01010767,347,130,129,49,28,8,2,1,0
S01010768,284,110,107,30,25,10,2,0,0
S01010769,217,56,98,32,22,8,0,1,0
S01010770,385,127,135,55,47,15,5,1,0
S01010771,445,188,165,39,39,11,3,0,0
S01010772,376,133,163,51,21,7,1,0,0
S01010773,336,87,134,58,37,13,6,1,0
S01010774,325,108,116,51,28,16,6,0,0
S01010775,266,56,111,42,47,9,1,0,0
S01010776,266,116,77,40,21,8,2,2,0
S01010777,270,142,68,30,24,6,0,0,0
S01010778,239,103,70,29,27,7,3,0,0
S01010779,355,139,116,45,34,12,4,2,3
S01010780,261,83,102,38,31,6,1,0,0
S01010781,350,116,131,41,37,22,3,0,0
S01010782,293,130,96,22,25,18,2,0,0
S01010783,275,111,93,40,24,5,2,0,0
S01010784,345,123,120,51,31,17,3,0,0
S01010785,301,77,129,46,37,10,2,0,0
S01010786,255,65,74,51,41,21,2,1,0
S01010787,384,102,152,52,43,31,4,0,0
S01010788,274,81,104,47,24,14,2,2,0
S01010789,292,70,108,50,37,17,10,0,0
S01010790,282,77,108,39,35,20,3,0,0
S01010791,369,98,165,41,46,15,3,1,0
S01010792,287,107,88,50,29,10,1,1,1
S01010793,275,61,115,52,34,12,1,0,0
S01010794,234,62,91,35,31,13,2,0,0
S01010795,445,141,171,58,56,13,6,0,0
S01010796,341,78,139,51,50,18,5,0,0
S01010797,329,80,130,66,42,10,1,0,0
S01010798,293,80,118,47,32,14,2,0,0
S01010799,530,276,177,56,13,7,1,0,0
S01010800,360,139,129,46,38,4,4,0,0
S01010801,354,131,133,55,30,4,1,0,0
S01010802,263,84,106,38,23,10,1,1,0
S01010803,280,110,85,47,25,11,1,1,0
S01010804,283,112,98,31,27,12,2,1,0
S01010805,377,109,147,55,54,8,2,0,2
S01010806,458,193,153,60,32,13,5,2,0
S01010807,244,64,95,45,29,5,2,4,0
S01010808,230,57,83,41,38,11,0,0,0
S01010809,328,92,133,54,42,6,1,0,0
S01010810,249,110,86,24,20,8,1,0,0
S01010811,414,153,161,49,33,15,3,0,0
S01010812,238,97,75,30,17,11,3,3,2
S01010813,249,88,92,29,29,8,2,1,0
S01010814,307,122,117,26,30,9,1,1,1
S01010815,208,77,79,16,25,7,4,0,0
S01010816,293,112,95,35,32,15,4,0,0
S01010817,376,100,131,72,48,18,5,1,1
S01010818,507,219,163,52,54,18,0,1,0
S01010819,374,119,155,46,35,17,1,1,0
